date,purchases,unique_invoices,unique_streams,total_views,year_month,revenue,month,year,type
2018-05-02,0,0,0,0,2018-05,0.0,5,2018,train
2018-05-03,174,5,152,1833,2018-05,465.52,5,2018,train
2018-05-04,47,2,44,445,2018-05,133.74999999999997,5,2018,train
2018-05-05,0,0,0,0,2018-05,0.0,5,2018,train
2018-05-06,0,0,0,0,2018-05,0.0,5,2018,train
2018-05-07,15,1,15,115,2018-05,40.36,5,2018,train
2018-05-08,27,1,27,283,2018-05,53.41,5,2018,train
2018-05-09,20,1,20,163,2018-05,62.49,5,2018,train
2018-05-10,35,2,35,295,2018-05,106.88,5,2018,train
2018-05-11,2,1,2,5,2018-05,4.6,5,2018,train
2018-05-12,0,0,0,0,2018-05,0.0,5,2018,train
2018-05-13,21,1,21,234,2018-05,63.2,5,2018,train
2018-05-14,0,0,0,0,2018-05,0.0,5,2018,train
2018-05-15,0,0,0,0,2018-05,0.0,5,2018,train
2018-05-16,2,1,2,7,2018-05,4.2,5,2018,train
2018-05-17,0,0,0,0,2018-05,0.0,5,2018,train
2018-05-18,12,1,12,133,2018-05,49.65,5,2018,train
2018-05-19,0,0,0,0,2018-05,0.0,5,2018,train
2018-05-20,0,0,0,0,2018-05,0.0,5,2018,train
2018-05-21,0,0,0,0,2018-05,0.0,5,2018,train
2018-05-22,0,0,0,0,2018-05,0.0,5,2018,train
2018-05-23,73,2,72,506,2018-05,270.08000000000004,5,2018,train
2018-05-24,0,0,0,0,2018-05,0.0,5,2018,train
2018-05-25,4,2,3,24,2018-05,3.8,5,2018,train
2018-05-26,0,0,0,0,2018-05,0.0,5,2018,train
2018-05-27,0,0,0,0,2018-05,0.0,5,2018,train
2018-05-28,0,0,0,0,2018-05,0.0,5,2018,train
2018-05-29,10,1,10,92,2018-05,23.8,5,2018,train
2018-05-30,20,3,18,154,2018-05,84.15,5,2018,train
2018-05-31,29,4,26,245,2018-05,109.41,5,2018,train
2018-06-01,16,1,16,100,2018-06,52.620000000000005,6,2018,train
2018-06-02,0,0,0,0,2018-06,0.0,6,2018,train
2018-06-03,32,1,32,311,2018-06,90.03999999999999,6,2018,train
2018-06-04,0,0,0,0,2018-06,0.0,6,2018,train
2018-06-05,0,0,0,0,2018-06,0.0,6,2018,train
2018-06-06,5,1,5,57,2018-06,22.0,6,2018,train
2018-06-07,34,4,31,276,2018-06,131.89,6,2018,train
2018-06-08,37,1,37,355,2018-06,119.69,6,2018,train
2018-06-09,0,0,0,0,2018-06,0.0,6,2018,train
2018-06-10,0,0,0,0,2018-06,0.0,6,2018,train
2018-06-11,41,2,41,404,2018-06,123.30999999999999,6,2018,train
2018-06-12,0,0,0,0,2018-06,0.0,6,2018,train
2018-06-13,0,0,0,0,2018-06,0.0,6,2018,train
2018-06-14,72,1,72,712,2018-06,140.59,6,2018,train
2018-06-15,0,0,0,0,2018-06,0.0,6,2018,train
2018-06-16,0,0,0,0,2018-06,0.0,6,2018,train
2018-06-17,0,0,0,0,2018-06,0.0,6,2018,train
2018-06-18,0,0,0,0,2018-06,0.0,6,2018,train
2018-06-19,35,1,35,295,2018-06,89.0,6,2018,train
2018-06-20,0,0,0,0,2018-06,0.0,6,2018,train
2018-06-21,23,1,23,206,2018-06,79.63,6,2018,train
2018-06-22,0,0,0,0,2018-06,0.0,6,2018,train
2018-06-23,0,0,0,0,2018-06,0.0,6,2018,train
2018-06-24,0,0,0,0,2018-06,0.0,6,2018,train
2018-06-25,0,0,0,0,2018-06,0.0,6,2018,train
2018-06-26,52,4,48,423,2018-06,187.23999999999998,6,2018,train
2018-06-27,39,1,39,415,2018-06,95.88000000000001,6,2018,train
2018-06-28,23,1,23,158,2018-06,83.08,6,2018,train
2018-06-29,0,0,0,0,2018-06,0.0,6,2018,train
2018-06-30,0,0,0,0,2018-06,0.0,6,2018,train
2018-07-01,0,0,0,0,2018-07,0.0,7,2018,train
2018-07-02,39,3,39,353,2018-07,92.11999999999999,7,2018,train
2018-07-03,6,1,6,74,2018-07,15.55,7,2018,train
2018-07-04,16,1,16,172,2018-07,53.5,7,2018,train
2018-07-05,0,0,0,0,2018-07,0.0,7,2018,train
2018-07-06,0,0,0,0,2018-07,0.0,7,2018,train
2018-07-07,0,0,0,0,2018-07,0.0,7,2018,train
2018-07-08,0,0,0,0,2018-07,0.0,7,2018,train
2018-07-09,0,0,0,0,2018-07,0.0,7,2018,train
2018-07-10,0,0,0,0,2018-07,0.0,7,2018,train
2018-07-11,0,0,0,0,2018-07,0.0,7,2018,train
2018-07-12,57,3,47,481,2018-07,210.39999999999998,7,2018,train
2018-07-13,0,0,0,0,2018-07,0.0,7,2018,train
2018-07-14,0,0,0,0,2018-07,0.0,7,2018,train
2018-07-15,0,0,0,0,2018-07,0.0,7,2018,train
2018-07-16,0,0,0,0,2018-07,0.0,7,2018,train
2018-07-17,0,0,0,0,2018-07,0.0,7,2018,train
2018-07-18,3,1,3,5,2018-07,10.45,7,2018,train
2018-07-19,23,1,23,253,2018-07,53.71000000000001,7,2018,train
2018-07-20,53,1,53,552,2018-07,162.41,7,2018,train
2018-07-21,0,0,0,0,2018-07,0.0,7,2018,train
2018-07-22,8,1,8,69,2018-07,36.61,7,2018,train
2018-07-23,0,0,0,0,2018-07,0.0,7,2018,train
2018-07-24,76,2,66,210,2018-07,138.20999999999998,7,2018,train
2018-07-25,37,2,35,397,2018-07,139.5,7,2018,train
2018-07-26,20,4,19,135,2018-07,3871.3999999999996,7,2018,train
2018-07-27,0,0,0,0,2018-07,0.0,7,2018,train
2018-07-28,0,0,0,0,2018-07,0.0,7,2018,train
2018-07-29,0,0,0,0,2018-07,0.0,7,2018,train
2018-07-30,0,0,0,0,2018-07,0.0,7,2018,train
2018-07-31,0,0,0,0,2018-07,0.0,7,2018,train
2018-08-01,10,1,10,98,2018-08,34.15,8,2018,train
2018-08-02,8,2,8,20,2018-08,42.150000000000006,8,2018,train
2018-08-03,0,0,0,0,2018-08,0.0,8,2018,train
2018-08-04,0,0,0,0,2018-08,0.0,8,2018,train
2018-08-05,0,0,0,0,2018-08,0.0,8,2018,train
2018-08-06,84,2,84,943,2018-08,160.85,8,2018,train
2018-08-07,0,0,0,0,2018-08,0.0,8,2018,train
2018-08-08,0,0,0,0,2018-08,0.0,8,2018,train
2018-08-09,0,0,0,0,2018-08,0.0,8,2018,train
2018-08-10,0,0,0,0,2018-08,0.0,8,2018,train
2018-08-11,0,0,0,0,2018-08,0.0,8,2018,train
2018-08-12,10,1,10,101,2018-08,31.56,8,2018,train
2018-08-13,0,0,0,0,2018-08,0.0,8,2018,train
2018-08-14,0,0,0,0,2018-08,0.0,8,2018,train
2018-08-15,0,0,0,0,2018-08,0.0,8,2018,train
2018-08-16,0,0,0,0,2018-08,0.0,8,2018,train
2018-08-17,0,0,0,0,2018-08,0.0,8,2018,train
2018-08-18,0,0,0,0,2018-08,0.0,8,2018,train
2018-08-19,0,0,0,0,2018-08,0.0,8,2018,train
2018-08-20,22,1,22,270,2018-08,32.69,8,2018,train
2018-08-21,0,0,0,0,2018-08,0.0,8,2018,train
2018-08-22,72,3,67,528,2018-08,308.37,8,2018,train
2018-08-23,0,0,0,0,2018-08,0.0,8,2018,train
2018-08-24,0,0,0,0,2018-08,0.0,8,2018,train
2018-08-25,0,0,0,0,2018-08,0.0,8,2018,train
2018-08-26,0,0,0,0,2018-08,0.0,8,2018,train
2018-08-27,0,0,0,0,2018-08,0.0,8,2018,train
2018-08-28,17,2,17,121,2018-08,39.08,8,2018,train
2018-08-29,9,1,9,14,2018-08,38.55,8,2018,train
2018-08-30,81,6,69,638,2018-08,2507.3500000000004,8,2018,train
2018-08-31,45,2,41,356,2018-08,156.84999999999997,8,2018,train
2018-09-01,0,0,0,0,2018-09,0.0,9,2018,train
2018-09-02,8,1,8,90,2018-09,27.05,9,2018,train
2018-09-03,24,1,24,230,2018-09,59.339999999999996,9,2018,train
2018-09-04,17,1,17,143,2018-09,52.34,9,2018,train
2018-09-05,15,1,15,128,2018-09,52.589999999999996,9,2018,train
2018-09-06,179,4,144,1563,2018-09,521.8100000000001,9,2018,train
2018-09-07,3,1,3,7,2018-09,32.65,9,2018,train
2018-09-08,0,0,0,0,2018-09,0.0,9,2018,train
2018-09-09,0,0,0,0,2018-09,0.0,9,2018,train
2018-09-10,2,1,2,5,2018-09,22.7,9,2018,train
2018-09-11,35,2,34,313,2018-09,120.99000000000001,9,2018,train
2018-09-12,1,1,1,1,2018-09,18.0,9,2018,train
2018-09-13,4,1,4,41,2018-09,21.35,9,2018,train
2018-09-14,1,1,1,0,2018-09,4.95,9,2018,train
2018-09-15,0,0,0,0,2018-09,0.0,9,2018,train
2018-09-16,0,0,0,0,2018-09,0.0,9,2018,train
2018-09-17,14,3,12,88,2018-09,84.11,9,2018,train
2018-09-18,0,0,0,0,2018-09,0.0,9,2018,train
2018-09-19,36,1,36,302,2018-09,98.30000000000001,9,2018,train
2018-09-20,60,3,60,711,2018-09,169.39999999999998,9,2018,train
2018-09-21,0,0,0,0,2018-09,0.0,9,2018,train
2018-09-22,0,0,0,0,2018-09,0.0,9,2018,train
2018-09-23,0,0,0,0,2018-09,0.0,9,2018,train
2018-09-24,0,0,0,0,2018-09,0.0,9,2018,train
2018-09-25,45,1,45,79,2018-09,6.81,9,2018,train
2018-09-26,2,1,2,5,2018-09,3.4,9,2018,train
2018-09-27,33,3,32,311,2018-09,90.33999999999999,9,2018,train
2018-09-28,0,0,0,0,2018-09,0.0,9,2018,train
2018-09-29,0,0,0,0,2018-09,0.0,9,2018,train
2018-09-30,42,2,38,472,2018-09,102.92,9,2018,train
2018-10-01,27,2,26,262,2018-10,56.11,10,2018,train
2018-10-02,10,1,10,83,2018-10,60.800000000000004,10,2018,train
2018-10-03,0,0,0,0,2018-10,0.0,10,2018,train
2018-10-04,0,0,0,0,2018-10,0.0,10,2018,train
2018-10-05,0,0,0,0,2018-10,0.0,10,2018,train
2018-10-06,0,0,0,0,2018-10,0.0,10,2018,train
2018-10-07,47,1,47,424,2018-10,122.26999999999998,10,2018,train
2018-10-08,92,3,89,851,2018-10,212.57,10,2018,train
2018-10-09,50,3,46,359,2018-10,248.57,10,2018,train
2018-10-10,43,2,40,431,2018-10,129.42999999999998,10,2018,train
2018-10-11,133,4,69,1038,2018-10,320.89,10,2018,train
2018-10-12,27,2,26,214,2018-10,99.91,10,2018,train
2018-10-13,0,0,0,0,2018-10,0.0,10,2018,train
2018-10-14,0,0,0,0,2018-10,0.0,10,2018,train
2018-10-15,0,0,0,0,2018-10,0.0,10,2018,train
2018-10-16,0,0,0,0,2018-10,0.0,10,2018,train
2018-10-17,16,3,16,151,2018-10,60.06,10,2018,train
2018-10-18,2,1,2,1,2018-10,11.399999999999999,10,2018,train
2018-10-19,52,3,52,472,2018-10,181.49,10,2018,train
2018-10-20,0,0,0,0,2018-10,0.0,10,2018,train
2018-10-21,92,3,88,293,2018-10,211.09999999999994,10,2018,train
2018-10-22,3,2,3,7,2018-10,16.55,10,2018,train
2018-10-23,68,2,65,281,2018-10,131.74,10,2018,train
2018-10-24,0,0,0,0,2018-10,0.0,10,2018,train
2018-10-25,0,0,0,0,2018-10,0.0,10,2018,train
2018-10-26,5,1,5,31,2018-10,12.55,10,2018,train
2018-10-27,0,0,0,0,2018-10,0.0,10,2018,train
2018-10-28,0,0,0,0,2018-10,0.0,10,2018,train
2018-10-29,2,1,2,3,2018-10,7.5,10,2018,train
2018-10-30,30,1,30,306,2018-10,85.85000000000001,10,2018,train
2018-10-31,0,0,0,0,2018-10,0.0,10,2018,train
2018-11-01,0,0,0,0,2018-11,0.0,11,2018,train
2018-11-02,0,0,0,0,2018-11,0.0,11,2018,train
2018-11-03,0,0,0,0,2018-11,0.0,11,2018,train
2018-11-04,31,2,29,252,2018-11,109.89000000000001,11,2018,train
2018-11-05,4,2,4,6,2018-11,19.299999999999997,11,2018,train
2018-11-06,109,5,100,947,2018-11,405.52,11,2018,train
2018-11-07,10,1,10,93,2018-11,49.85,11,2018,train
2018-11-08,101,2,82,302,2018-11,228.58999999999992,11,2018,train
2018-11-09,21,2,21,144,2018-11,37.86000000000001,11,2018,train
2018-11-10,0,0,0,0,2018-11,0.0,11,2018,train
2018-11-11,14,1,14,145,2018-11,13.35,11,2018,train
2018-11-12,0,0,0,0,2018-11,0.0,11,2018,train
2018-11-13,118,4,109,1074,2018-11,361.49,11,2018,train
2018-11-14,12,1,12,123,2018-11,29.82,11,2018,train
2018-11-15,0,0,0,0,2018-11,0.0,11,2018,train
2018-11-16,139,7,108,1261,2018-11,613.5899999999999,11,2018,train
2018-11-17,0,0,0,0,2018-11,0.0,11,2018,train
2018-11-18,54,3,51,336,2018-11,186.55999999999997,11,2018,train
2018-11-19,79,2,79,754,2018-11,196.49999999999994,11,2018,train
2018-11-20,124,4,119,455,2018-11,206.52999999999997,11,2018,train
2018-11-21,0,0,0,0,2018-11,0.0,11,2018,train
2018-11-22,0,0,0,0,2018-11,0.0,11,2018,train
2018-11-23,112,4,99,914,2018-11,318.22,11,2018,train
2018-11-24,0,0,0,0,2018-11,0.0,11,2018,train
2018-11-25,0,0,0,0,2018-11,0.0,11,2018,train
2018-11-26,18,2,16,164,2018-11,33.25,11,2018,train
2018-11-27,11,2,11,64,2018-11,60.85,11,2018,train
2018-11-28,40,1,20,534,2018-11,110.58000000000001,11,2018,train
2018-11-29,0,0,0,0,2018-11,0.0,11,2018,train
2018-11-30,46,2,22,414,2018-11,179.76,11,2018,train
2018-12-01,0,0,0,0,2018-12,0.0,12,2018,train
2018-12-02,126,1,63,918,2018-12,574.3800000000001,12,2018,train
2018-12-03,0,0,0,0,2018-12,0.0,12,2018,train
2018-12-04,122,2,60,1035,2018-12,364.87999999999994,12,2018,train
2018-12-05,22,1,11,153,2018-12,81.42,12,2018,train
2018-12-06,186,5,84,1751,2018-12,588.6600000000001,12,2018,train
2018-12-07,16,1,16,156,2018-12,58.5,12,2018,train
2018-12-08,0,0,0,0,2018-12,0.0,12,2018,train
2018-12-09,0,0,0,0,2018-12,0.0,12,2018,train
2018-12-10,0,0,0,0,2018-12,0.0,12,2018,train
2018-12-11,0,0,0,0,2018-12,0.0,12,2018,train
2018-12-12,67,1,67,134,2018-12,117.72,12,2018,train
2018-12-13,3,3,2,9,2018-12,6.25,12,2018,train
2018-12-14,11,2,10,100,2018-12,56.089999999999996,12,2018,train
2018-12-15,0,0,0,0,2018-12,0.0,12,2018,train
2018-12-16,0,0,0,0,2018-12,0.0,12,2018,train
2018-12-17,62,2,60,549,2018-12,188.82999999999998,12,2018,train
2018-12-18,5,2,5,26,2018-12,175.39,12,2018,train
2018-12-19,4,1,4,80,2018-12,4.74,12,2018,train
2018-12-20,0,0,0,0,2018-12,0.0,12,2018,train
2018-12-21,0,0,0,0,2018-12,0.0,12,2018,train
2018-12-22,0,0,0,0,2018-12,0.0,12,2018,train
2018-12-23,0,0,0,0,2018-12,0.0,12,2018,train
2018-12-24,0,0,0,0,2018-12,0.0,12,2018,train
2018-12-25,0,0,0,0,2018-12,0.0,12,2018,train
2018-12-26,0,0,0,0,2018-12,0.0,12,2018,train
2018-12-27,0,0,0,0,2018-12,0.0,12,2018,train
2018-12-28,0,0,0,0,2018-12,0.0,12,2018,train
2018-12-29,0,0,0,0,2018-12,0.0,12,2018,train
2018-12-30,0,0,0,0,2018-12,0.0,12,2018,train
2018-12-31,0,0,0,0,2018-12,0.0,12,2018,train
2019-01-01,0,0,0,0,2019-01,0.0,1,2019,train
2019-01-02,76,4,66,655,2019-01,255.28,1,2019,train
2019-01-03,47,3,44,315,2019-01,235.54999999999993,1,2019,train
2019-01-04,37,2,34,296,2019-01,155.80999999999997,1,2019,train
2019-01-05,0,0,0,0,2019-01,0.0,1,2019,train
2019-01-06,9,1,9,78,2019-01,20.2,1,2019,train
2019-01-07,50,1,50,466,2019-01,148.73,1,2019,train
2019-01-08,30,4,27,253,2019-01,128.14,1,2019,train
2019-01-09,63,4,60,532,2019-01,241.26999999999995,1,2019,train
2019-01-10,0,0,0,0,2019-01,0.0,1,2019,train
2019-01-11,91,3,82,891,2019-01,224.52999999999997,1,2019,train
2019-01-12,0,0,0,0,2019-01,0.0,1,2019,train
2019-01-13,0,0,0,0,2019-01,0.0,1,2019,train
